full_match,partial_match,total,date
4,0,4,2025-10-17
18,0,18,2025-10-18
22,1,23,2025-10-19
26,1,27,2025-10-20
32,1,33,2025-10-21
50,1,51,2025-10-22
53,2,55,2025-10-23
56,2,58,2025-10-24
83,4,87,2025-10-25
140,4,144,2025-10-26
157,5,162,2025-10-27
160,5,165,2025-10-28
184,8,192,2025-10-29
447,9,456,2025-10-30
503,11,514,2025-10-31
515,12,527,2025-11-01
621,13,634,2025-11-02
625,13,638,2025-11-03
638,13,651,2025-11-04
661,13,674,2025-11-05
671,13,684,2025-11-06
759,13,772,2025-11-07
771,15,786,2025-11-08
791,15,806,2025-11-09
825,28,853,2025-11-10
833,28,861,2025-11-11
838,28,866,2025-11-12
843,28,871,2025-11-13
849,29,878,2025-11-14
857,36,893,2025-11-15
858,36,894,2025-11-16
862,38,900,2025-11-17
881,38,919,2025-11-18
888,38,926,2025-11-19
911,39,950,2025-11-20
934,39,973,2025-11-21
945,41,986,2025-11-22
985,50,1035,2025-11-23
1031,54,1085,2025-11-24
1039,54,1093,2025-11-25
1051,55,1106,2025-11-26
1062,56,1118,2025-11-27
1064,61,1125,2025-11-28
1070,61,1131,2025-11-29
1081,61,1142,2025-11-30
1081,61,1142,2025-12-01
1101,62,1163,2025-12-02
1112,62,1174,2025-12-03
1114,64,1178,2025-12-04
1120,76,1196,2025-12-05
1133,76,1209,2025-12-06
1135,76,1211,2025-12-07
1142,76,1218,2025-12-08
1161,77,1238,2025-12-09
1176,79,1255,2025-12-10
1178,79,1257,2025-12-11
1181,79,1260,2025-12-12
1193,79,1272,2025-12-13
1195,79,1274,2025-12-14
1202,79,1281,2025-12-15
1224,88,1312,2025-12-16
1228,88,1316,2025-12-17
1230,88,1318,2025-12-18
1234,90,1324,2025-12-19
1238,90,1328,2025-12-20
1243,90,1333,2025-12-21
1246,90,1336,2025-12-22
1264,96,1360,2025-12-23
1265,96,1361,2025-12-24
1277,96,1373,2025-12-25
1277,96,1373,2025-12-26
1284,96,1380,2025-12-27
1293,96,1389,2025-12-28
1301,96,1397,2025-12-29
1301,96,1397,2025-12-30
1301,96,1397,2025-12-31
1316,96,1412,2026-01-01
1316,96,1412,2026-01-02
1316,96,1412,2026-01-03
1316,96,1412,2026-01-04
1318,96,1414,2026-01-05
1322,96,1418,2026-01-06
1322,96,1418,2026-01-07
1323,97,1420,2026-01-08
1326,97,1423,2026-01-09
1333,97,1430,2026-01-10
1333,97,1430,2026-01-11
1336,97,1433,2026-01-12
1342,97,1439,2026-01-13
1351,97,1448,2026-01-14
1373,97,1470,2026-01-15
1390,97,1487,2026-01-16
1411,97,1508,2026-01-17
1420,97,1517,2026-01-18
1441,97,1538,2026-01-19
1442,97,1539,2026-01-20
1454,97,1551,2026-01-21
1455,97,1552,2026-01-22
1455,97,1552,2026-01-23
1482,109,1591,2026-01-24
1482,109,1591,2026-01-25
1483,109,1592,2026-01-26
1484,109,1593,2026-01-27
1484,109,1593,2026-01-28
1487,111,1598,2026-01-29
1494,112,1606,2026-01-30
1495,112,1607,2026-01-31
1495,112,1607,2026-02-01
1502,113,1615,2026-02-02
1533,126,1659,2026-02-03
1537,126,1663,2026-02-04
1537,126,1663,2026-02-05
1538,126,1664,2026-02-06
1539,126,1665,2026-02-07
1539,126,1665,2026-02-08
1540,126,1666,2026-02-09
1544,126,1670,2026-02-10
1545,126,1671,2026-02-11
1556,127,1683,2026-02-12
1558,127,1685,2026-02-13
1559,127,1686,2026-02-14
1560,127,1687,2026-02-15
1564,127,1691,2026-02-16
1566,127,1693,2026-02-17
1579,127,1706,2026-02-18
1587,136,1723,2026-02-19
1588,143,1731,2026-02-20
1591,143,1734,2026-02-21
1593,143,1736,2026-02-22
1596,143,1739,2026-02-23
1597,147,1744,2026-02-24
1599,147,1746,2026-02-25
1602,148,1750,2026-02-26
